,Susceptibles,Total infectados,Graves,Críticos,Leves,Recuperados,Rt,Recuento_zonas,0-4,5-19,20-39,40-59,>60,En_cuarentena,Vivos,Día,Contactos_prom_trabajo,Contactos_prom_transporte,Contactos_prom_casa,Nuevos_infectados,Detectados,En_testing,En_cama,En_UCI,Detectados_por_intervencion,#Intervenidos
91,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,91,31.879706380575946,47.46970073404856,32.46396386222473,0,1119,0,47,14,0,0
92,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,92,31.88781479390175,47.39776397515528,32.440654997176736,0,1119,0,47,14,0,0
93,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,93,31.826470920383965,47.40027103331451,32.4084246188594,0,1119,0,47,14,0,0
94,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,94,31.885894974590627,47.373235460191985,32.40329757199322,0,1119,0,47,14,0,0
95,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,95,31.961151891586674,47.515166572557874,32.42638057594579,0,1119,0,47,14,0,0
96,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,96,31.922913608131,47.44752117447769,32.37070581592321,0,1119,0,47,14,0,0
97,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,97,31.918080180688875,47.4645285149633,32.370592885375494,0,1119,0,47,14,0,0
98,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,98,31.961603613777527,47.546290231507626,32.35681535855449,0,1119,0,47,14,0,0
99,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,99,31.882281197063804,47.44501411631846,32.36004517221909,0,1119,0,47,14,0,0
100,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,100,31.848605307735742,47.435595708639184,32.488198757763975,0,1119,0,47,14,0,0
101,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15674]",44275,101,31.925036702428006,47.433630717108976,32.41581027667984,0,1119,0,47,14,0,0
102,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15672]",44275,102,31.916092603049126,47.45777526821005,32.36282326369283,0,1119,0,47,14,0,0
103,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15672]",44275,103,31.890750988142294,47.454635798983624,32.40381705251271,0,1119,0,47,14,0,0
104,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15672]",44275,104,31.930457368718237,47.57136081309994,32.35281761716544,0,1119,0,47,14,0,0
105,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15672]",44275,105,31.890841332580464,47.52643704121965,32.43252399774139,0,1119,0,47,14,0,0
106,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15671]",44275,106,31.879728966685487,47.48458498023715,32.33757199322417,0,1119,0,47,14,0,0
107,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15670]",44275,107,31.895494071146246,47.50730660643704,32.45980801806889,0,1119,0,47,14,0,0
108,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15669]",44275,108,31.942857142857143,47.52128740824393,32.440293619424054,0,1119,0,47,14,0,0
109,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15669]",44275,109,31.885827216261998,47.40921513269339,32.50186335403727,0,1119,0,47,14,0,0
110,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15668]",44275,110,31.969282891022022,47.572648221343876,32.481581027667985,0,1119,0,47,14,0,0
111,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15668]",44275,111,31.910604178430265,47.542721626199885,32.45088650479955,0,1119,0,47,14,0,0
112,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15667]",44275,112,31.933280632411066,47.51735742518351,32.44957651044608,0,1119,0,47,14,0,0
113,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15667]",44275,113,31.949926595143985,47.55925465838509,32.3354714850367,0,1119,0,47,14,0,0
114,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15666]",44275,114,31.93400338791643,47.61639751552795,32.373325804630156,0,1119,0,47,14,0,0
115,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15665]",44275,115,32.026380575945794,47.390468661773006,32.45915302089215,0,1119,0,47,14,0,0
116,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15662]",44275,116,31.964336533032185,47.66138904573687,32.43918690005646,0,1119,0,47,14,0,0
117,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15661]",44275,117,31.957267080745343,47.44058723884811,32.4455110107284,0,1119,0,47,14,0,0
118,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15657]",44275,118,31.91803500846979,47.288785996612084,32.42418972332016,0,1119,0,47,14,0,0
119,642,0,0,0,0,43633,0.0,"{2: [480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11805, 0, 314], 0: [147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16327, 0, 399], 1: [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 0, 406]}","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334, 0, 273]","[150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10762, 0, 268]","[212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14436, 0, 78]","[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9784, 0, 203]","[93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317, 0, 297]","[224, 0, 0, 0, 15652]",44275,119,31.872049689440995,47.44600790513834,32.46208921513269,0,1119,0,47,14,0,0
